timestamp_unix,date_str,symbol,open,high,low,close,volume,volumeUsd
1600477200.0,2020-09-19 01-AM,BTCUSD,10997,10998,10963.09,10973,23.0,252430.86
1600473600.0,2020-09-19 12-AM,BTCUSD,10957.17,10998,10957,10997,140.56,1542024.59
1600470000.0,2020-09-18 11-PM,BTCUSD,10956.11,10957.88,10901.41,10957.17,297.32,3248504.29
1600466400.0,2020-09-18 10-PM,BTCUSD,10968,10970,10948,10956.11,19.15,209886.74
1600462800.0,2020-09-18 09-PM,BTCUSD,10912,10968,10901,10968,209.08,2289554.05
1600459200.0,2020-09-18 08-PM,BTCUSD,10891,10919.29,10874.48,10912,60.89,664142.59
1600455600.0,2020-09-18 07-PM,BTCUSD,10883,10896,10867,10891,36.27,394681.44
1600452000.0,2020-09-18 06-PM,BTCUSD,10854.96,10893,10838,10883,93.09,1011712.44
1600448400.0,2020-09-18 05-PM,BTCUSD,10903,10918,10825,10854.96,174.79,1896324.95
1600444800.0,2020-09-18 04-PM,BTCUSD,10923.13,10923.13,10852,10903,138.69,1509213.48
1600441200.0,2020-09-18 03-PM,BTCUSD,10974,10974,10895,10923.13,216.32,2366198.06
1600437600.0,2020-09-18 02-PM,BTCUSD,10941.33,10977,10935,10974,79.25,869125.25
1600434000.0,2020-09-18 01-PM,BTCUSD,11016,11029,10940,10941.33,75.89,833553.47
1600430400.0,2020-09-18 12-PM,BTCUSD,11005,11022.94,10982.25,11016,62.4,686170.13
1600426800.0,2020-09-18 11-AM,BTCUSD,11005.06,11030,11001,11005,31.36,345310.82
1600423200.0,2020-09-18 10-AM,BTCUSD,11038,11041.43,11005.06,11005.06,27.74,305894.75
1600419600.0,2020-09-18 09-AM,BTCUSD,10992.75,11064,10990,11038,152.15,1676991.84
1600416000.0,2020-09-18 08-AM,BTCUSD,10980,10994,10960,10992.75,152.35,1671152.1
1600412400.0,2020-09-18 07-AM,BTCUSD,10996,10997.61,10967,10980,30.99,340238.65
1600408800.0,2020-09-18 06-AM,BTCUSD,10952,11001.02,10926,10996,73.96,811526.91
1600405200.0,2020-09-18 05-AM,BTCUSD,10925,10952,10919,10952,27.68,302699.61
1600401600.0,2020-09-18 04-AM,BTCUSD,10947,10947,10903.38,10925,46.22,504931.74
1600398000.0,2020-09-18 03-AM,BTCUSD,10946.78,10960,10946.78,10947,38.0,416327.42
1600394400.0,2020-09-18 02-AM,BTCUSD,10924.48,10960,10922.57,10946.78,52.91,578938.85
1600390800.0,2020-09-18 01-AM,BTCUSD,10917.94,10939,10908.44,10924.48,96.68,1055814.04
1600387200.0,2020-09-18 12-AM,BTCUSD,10959,10971,10910,10917.94,62.63,685551.44
1600383600.0,2020-09-17 11-PM,BTCUSD,10941,10959,10936,10959,49.3,539912.76
1600380000.0,2020-09-17 10-PM,BTCUSD,10978.04,10981,10925,10941,35.85,392485.09
1600376400.0,2020-09-17 09-PM,BTCUSD,10953,10985.26,10941,10978.04,58.31,639095.87
1600372800.0,2020-09-17 08-PM,BTCUSD,10941,10958,10935,10953,58.71,642868.16
1600369200.0,2020-09-17 07-PM,BTCUSD,10926,10950,10915,10941,45.84,501234.71
1600365600.0,2020-09-17 06-PM,BTCUSD,10880,10946,10879.97,10926,95.96,1048691.62
1600362000.0,2020-09-17 05-PM,BTCUSD,10862,10888,10856,10880,35.85,389690.78
1600358400.0,2020-09-17 04-PM,BTCUSD,10862,10877.37,10826,10862,44.63,484372.54
1600354800.0,2020-09-17 03-PM,BTCUSD,10854.78,10895,10854.78,10862,87.84,955606.31
1600351200.0,2020-09-17 02-PM,BTCUSD,10836.46,10886,10790,10854.78,369.69,4006850.07
1600347600.0,2020-09-17 01-PM,BTCUSD,10827.22,10838,10765.94,10836.46,273.07,2949480.01
1600344000.0,2020-09-17 12-PM,BTCUSD,10907,10910,10827.22,10827.22,117.92,1280530.23
1600340400.0,2020-09-17 11-AM,BTCUSD,10850.02,10909.16,10822,10907,161.03,1749706.11
1600336800.0,2020-09-17 10-AM,BTCUSD,10900,10902.14,10810,10850.02,139.05,1508416.93
1600333200.0,2020-09-17 09-AM,BTCUSD,10885,10910,10879,10900,45.51,495685.06
1600329600.0,2020-09-17 08-AM,BTCUSD,10900.36,10925,10881,10885,65.01,708879.36
1600326000.0,2020-09-17 07-AM,BTCUSD,10886,10913,10866,10900.36,90.26,983136.58
1600322400.0,2020-09-17 06-AM,BTCUSD,10935,10944.92,10874.92,10886,47.03,512900.61
1600318800.0,2020-09-17 05-AM,BTCUSD,10926,10949,10911,10935,71.65,782973.38
1600315200.0,2020-09-17 04-AM,BTCUSD,10894.05,10927,10871,10926,82.54,899493.65
1600311600.0,2020-09-17 03-AM,BTCUSD,10949.01,10959.98,10894,10894.05,254.95,2782437.03
1600308000.0,2020-09-17 02-AM,BTCUSD,10982.17,10982.17,10928.06,10949.01,105.33,1152712.47
1600304400.0,2020-09-17 01-AM,BTCUSD,11022.04,11052,10977,10982.17,49.15,541657.94
1600300800.0,2020-09-17 12-AM,BTCUSD,10971.25,11069.18,10947.14,11022.04,131.31,1446033.72
1600297200.0,2020-09-16 11-PM,BTCUSD,11049.94,11057,10966,10971.25,57.32,630209.46
1600293600.0,2020-09-16 10-PM,BTCUSD,11036,11064.58,11015,11049.94,42.13,465248.64
1600290000.0,2020-09-16 09-PM,BTCUSD,11018.05,11047,11000.01,11036,55.7,613952.03
1600286400.0,2020-09-16 08-PM,BTCUSD,10996,11071,10994,11018.05,46.31,510784.6
1600282800.0,2020-09-16 07-PM,BTCUSD,11037,11047.1,10994.93,10996,126.42,1392639.23
1600279200.0,2020-09-16 06-PM,BTCUSD,11063,11104.98,10992,11037,299.79,3314070.74
1600275600.0,2020-09-16 05-PM,BTCUSD,11095.02,11100.22,11030.13,11063,275.42,3047202.7
1600272000.0,2020-09-16 04-PM,BTCUSD,11020,11102,11006.51,11095.02,758.5,8384680.96
1600268400.0,2020-09-16 03-PM,BTCUSD,10907,11041,10906.38,11020,265.38,2918795.13
1600264800.0,2020-09-16 02-PM,BTCUSD,10941,10954,10888,10907,168.67,1842226.06
1600261200.0,2020-09-16 01-PM,BTCUSD,10953,10980,10920,10941,176.84,1935473.86
1600257600.0,2020-09-16 12-PM,BTCUSD,10929,10975,10889,10953,145.66,1593161.77
1600254000.0,2020-09-16 11-AM,BTCUSD,10870,10929,10868,10929,108.46,1182682.46
1600250400.0,2020-09-16 10-AM,BTCUSD,10895,10950,10858,10870,64.19,699654.59
1600246800.0,2020-09-16 09-AM,BTCUSD,10923,10923.21,10882,10895,60.9,663684.1
1600243200.0,2020-09-16 08-AM,BTCUSD,10951.01,10964,10892,10923,440.84,4811103.37
1600239600.0,2020-09-16 07-AM,BTCUSD,10859,11004.19,10846.39,10951.01,1106.64,12108705.77
1600236000.0,2020-09-16 06-AM,BTCUSD,10792.99,10870,10785.92,10859,149.03,1611840.89
1600232400.0,2020-09-16 05-AM,BTCUSD,10802.93,10841,10785,10792.99,100.12,1081990.1
1600228800.0,2020-09-16 04-AM,BTCUSD,10794.74,10823,10776,10802.93,87.57,946381.29
1600225200.0,2020-09-16 03-AM,BTCUSD,10749.68,10795.39,10728.89,10794.74,33.93,365046.51
1600221600.0,2020-09-16 02-AM,BTCUSD,10751.87,10756.25,10713,10749.68,22.48,241369.35
1600218000.0,2020-09-16 01-AM,BTCUSD,10735.85,10764.91,10689,10751.87,44.12,472984.53
1600214400.0,2020-09-16 12-AM,BTCUSD,10797,10804,10682,10735.85,162.29,1739523.69
1600210800.0,2020-09-15 11-PM,BTCUSD,10791,10807,10774,10797,45.98,496213.41
1600207200.0,2020-09-15 10-PM,BTCUSD,10876.19,10880,10759,10791,107.79,1165378.56
1600203600.0,2020-09-15 09-PM,BTCUSD,10870,10890,10830.04,10876.19,238.9,2594515.06
1600200000.0,2020-09-15 08-PM,BTCUSD,10791.42,10883,10780,10870,63.03,683581.86
1600196400.0,2020-09-15 07-PM,BTCUSD,10795,10795,10759,10791.42,190.07,2046876.55
1600192800.0,2020-09-15 06-PM,BTCUSD,10815,10825,10763.03,10795,116.49,1255634.5
1600189200.0,2020-09-15 05-PM,BTCUSD,10800,10830,10768,10815,50.27,542550.37
1600185600.0,2020-09-15 04-PM,BTCUSD,10804.53,10870,10725,10800,1002.63,10839270.26
1600182000.0,2020-09-15 03-PM,BTCUSD,10783,10832,10768.21,10804.53,115.75,1250293.3
1600178400.0,2020-09-15 02-PM,BTCUSD,10850,10884,10754,10783,220.14,2381849.96
1600174800.0,2020-09-15 01-PM,BTCUSD,10928,10935.57,10849,10850,447.57,4875944.09
1600171200.0,2020-09-15 12-PM,BTCUSD,10859,10944,10858.2,10928,412.49,4502338.88
1600167600.0,2020-09-15 11-AM,BTCUSD,10871,10890,10809,10859,729.99,7935626.1
1600164000.0,2020-09-15 10-AM,BTCUSD,10720.36,10880,10690,10871,179.82,1938446.41
1600160400.0,2020-09-15 09-AM,BTCUSD,10662,10724,10646,10720.36,72.42,774720.78
1600156800.0,2020-09-15 08-AM,BTCUSD,10759,10771,10645,10662,241.79,2586140.3
1600153200.0,2020-09-15 07-AM,BTCUSD,10755,10774,10733,10759,40.03,430194.95
1600149600.0,2020-09-15 06-AM,BTCUSD,10758,10760,10725,10755,46.15,495702.74
1600146000.0,2020-09-15 05-AM,BTCUSD,10746,10775,10727.12,10758,43.59,468953.68
1600142400.0,2020-09-15 04-AM,BTCUSD,10770,10797.03,10729,10746,38.47,413804.8
1600138800.0,2020-09-15 03-AM,BTCUSD,10776,10792,10757,10770,41.54,447787.76
1600135200.0,2020-09-15 02-AM,BTCUSD,10731.05,10840,10714.76,10776,464.76,5019968.72
1600131600.0,2020-09-15 01-AM,BTCUSD,10686.92,10735,10671,10731.05,41.52,444554.46
1600128000.0,2020-09-15 12-AM,BTCUSD,10690,10716.19,10664.05,10686.92,39.01,417214.37
1600124400.0,2020-09-14 11-PM,BTCUSD,10662.92,10692,10637,10690,64.3,685453.47
1600120800.0,2020-09-14 10-PM,BTCUSD,10725,10752,10656.67,10662.92,148.07,1584953.23
1600117200.0,2020-09-14 09-PM,BTCUSD,10697,10725,10685,10725,115.25,1233742.1
1600113600.0,2020-09-14 08-PM,BTCUSD,10690,10728.31,10676.05,10697,132.37,1416255.42
1600110000.0,2020-09-14 07-PM,BTCUSD,10695,10706,10671,10690,51.53,550835.79
1600106400.0,2020-09-14 06-PM,BTCUSD,10703,10715,10668,10695,86.34,923534.63
1600102800.0,2020-09-14 05-PM,BTCUSD,10746,10756.13,10688,10703,149.55,1600705.03
1600099200.0,2020-09-14 04-PM,BTCUSD,10726.99,10773,10677,10746,422.0,4527961.6
1600095600.0,2020-09-14 03-PM,BTCUSD,10655,10740,10655,10726.99,528.89,5668234.38
1600092000.0,2020-09-14 02-PM,BTCUSD,10667,10711,10621.23,10655,242.74,2590675.78
1600088400.0,2020-09-14 01-PM,BTCUSD,10520,10698,10519.93,10667,671.31,7140230.08
1600084800.0,2020-09-14 12-PM,BTCUSD,10494,10540,10475,10520,141.02,1482116.57
1600081200.0,2020-09-14 11-AM,BTCUSD,10430.99,10496,10419,10494,185.9,1946029.38
1600077600.0,2020-09-14 10-AM,BTCUSD,10383,10439,10382,10430.99,95.66,995446.3
1600074000.0,2020-09-14 09-AM,BTCUSD,10375,10384,10350,10383,76.58,793868.81
1600070400.0,2020-09-14 08-AM,BTCUSD,10416,10465,10374.77,10375,229.5,2391987.31
1600066800.0,2020-09-14 07-AM,BTCUSD,10371,10420.69,10365,10416,76.91,799009.84
1600063200.0,2020-09-14 06-AM,BTCUSD,10348,10380,10348,10371,43.24,448339.77
1600059600.0,2020-09-14 05-AM,BTCUSD,10354,10363,10328,10348,17.15,177480.17
1600056000.0,2020-09-14 04-AM,BTCUSD,10361,10362,10327,10354,30.68,317409.91
1600052400.0,2020-09-14 03-AM,BTCUSD,10365.85,10373,10347,10361,24.28,251571.76
1600048800.0,2020-09-14 02-AM,BTCUSD,10332,10381,10332,10365.85,64.0,663410.81
1600045200.0,2020-09-14 01-AM,BTCUSD,10283,10332,10283,10332,16.82,173432.02
1600041600.0,2020-09-14 12-AM,BTCUSD,10331,10331.92,10259,10283,73.41,755533.28
1600038000.0,2020-09-13 11-PM,BTCUSD,10312.37,10331,10310,10331,47.53,490436.56
1600034400.0,2020-09-13 10-PM,BTCUSD,10301,10320.89,10296.21,10312.37,15.77,162599.88
1600030800.0,2020-09-13 09-PM,BTCUSD,10323.66,10324,10294.7,10301,121.24,1250127.81
1600027200.0,2020-09-13 08-PM,BTCUSD,10320,10323.8,10300,10323.66,19.44,200478.36
1600023600.0,2020-09-13 07-PM,BTCUSD,10267,10327.69,10258,10320,57.8,594714.85
1600020000.0,2020-09-13 06-PM,BTCUSD,10294,10294,10256.7,10267,71.94,738613.6
1600016400.0,2020-09-13 05-PM,BTCUSD,10269,10295,10231,10294,108.24,1109498.27
1600012800.0,2020-09-13 04-PM,BTCUSD,10298.08,10300,10238,10269,177.32,1821057.51
1600009200.0,2020-09-13 03-PM,BTCUSD,10332,10350.89,10290,10298.08,123.01,1271566.91
1600005600.0,2020-09-13 02-PM,BTCUSD,10335.04,10346.89,10318,10332,198.41,2049136.02
1600002000.0,2020-09-13 01-PM,BTCUSD,10301,10354,10276,10335.04,201.71,2080648.2
1599998400.0,2020-09-13 12-PM,BTCUSD,10341,10362,10301,10301,398.16,4118161.85
1599994800.0,2020-09-13 11-AM,BTCUSD,10466,10478,10322.02,10341,536.16,5559275.56
1599991200.0,2020-09-13 10-AM,BTCUSD,10521,10525,10405.53,10466,771.99,8074451.78
1599987600.0,2020-09-13 09-AM,BTCUSD,10570,10573,10504,10521,79.82,841613.0
1599984000.0,2020-09-13 08-AM,BTCUSD,10575.08,10588,10555.06,10570,136.9,1447843.47
1599980400.0,2020-09-13 07-AM,BTCUSD,10553.16,10583.57,10553,10575.08,171.56,1814179.88
1599976800.0,2020-09-13 06-AM,BTCUSD,10559.08,10567,10553,10553.16,21.33,225268.91
1599973200.0,2020-09-13 05-AM,BTCUSD,10567,10567,10553,10559.08,43.18,455911.68
1599969600.0,2020-09-13 04-AM,BTCUSD,10583,10600,10556,10567,98.3,1038977.66
1599966000.0,2020-09-13 03-AM,BTCUSD,10448.53,10623,10447,10583,569.91,6024958.52
1599962400.0,2020-09-13 02-AM,BTCUSD,10442.13,10455,10441.11,10448.53,40.2,420073.19
1599958800.0,2020-09-13 01-AM,BTCUSD,10449.73,10452,10426,10442.13,9.986,104243.76
1599955200.0,2020-09-13 12-AM,BTCUSD,10458,10461.07,10435,10449.73,25.06,261875.66
1599951600.0,2020-09-12 11-PM,BTCUSD,10450,10460,10431,10458,39.6,413658.84
1599948000.0,2020-09-12 10-PM,BTCUSD,10469.28,10474.3,10430,10450,33.24,347446.95
1599944400.0,2020-09-12 09-PM,BTCUSD,10458,10478,10447,10469.28,57.23,599242.52
1599940800.0,2020-09-12 08-PM,BTCUSD,10476,10486,10451,10458,52.14,545889.96
1599937200.0,2020-09-12 07-PM,BTCUSD,10474,10482,10450,10476,65.72,687940.75
1599933600.0,2020-09-12 06-PM,BTCUSD,10395.11,10492,10395.11,10474,159.07,1663329.39
1599930000.0,2020-09-12 05-PM,BTCUSD,10391,10397,10380,10395.11,18.04,187398.28
1599926400.0,2020-09-12 04-PM,BTCUSD,10379,10400,10371,10391,171.76,1784741.49
1599922800.0,2020-09-12 03-PM,BTCUSD,10363.96,10400.8,10361,10379,165.94,1724316.63
1599919200.0,2020-09-12 02-PM,BTCUSD,10307.8,10364,10290,10363.96,99.69,1030956.21
1599915600.0,2020-09-12 01-PM,BTCUSD,10331,10336,10287,10307.8,71.42,736314.57
1599912000.0,2020-09-12 12-PM,BTCUSD,10359,10359,10326,10331,25.15,260087.63
1599908400.0,2020-09-12 11-AM,BTCUSD,10356.02,10362,10347,10359,16.56,171504.52
1599904800.0,2020-09-12 10-AM,BTCUSD,10369,10375,10356,10356.02,33.36,345879.48
1599901200.0,2020-09-12 09-AM,BTCUSD,10349.01,10370,10345.12,10369,22.79,236084.16
1599897600.0,2020-09-12 08-AM,BTCUSD,10357,10358,10336,10349.01,27.03,279680.77
1599894000.0,2020-09-12 07-AM,BTCUSD,10347,10359,10326,10357,53.24,550617.58
1599890400.0,2020-09-12 06-AM,BTCUSD,10376,10376,10341,10347,50.78,525965.49
1599886800.0,2020-09-12 05-AM,BTCUSD,10374,10382,10371.3,10376,26.02,270013.52
1599883200.0,2020-09-12 04-AM,BTCUSD,10358.03,10381,10355.66,10374,25.7,266488.81
1599879600.0,2020-09-12 03-AM,BTCUSD,10360,10373,10346,10358.03,34.06,352943.62
1599876000.0,2020-09-12 02-AM,BTCUSD,10389,10390,10352,10360,28.01,290309.52
1599872400.0,2020-09-12 01-AM,BTCUSD,10361,10398,10361,10389,108.65,1128143.62
1599868800.0,2020-09-12 12-AM,BTCUSD,10405,10415,10351.04,10361,48.95,508308.41
1599865200.0,2020-09-11 11-PM,BTCUSD,10384.81,10438,10365,10405,268.27,2792201.74
1599861600.0,2020-09-11 10-PM,BTCUSD,10358,10412,10358,10384.81,174.43,1813453.1
1599858000.0,2020-09-11 09-PM,BTCUSD,10340,10358,10335,10358,32.91,340422.63
1599854400.0,2020-09-11 08-PM,BTCUSD,10344.66,10350,10324,10340,59.62,616315.47
1599850800.0,2020-09-11 07-PM,BTCUSD,10334,10349.86,10315.08,10344.66,40.77,421519.08
1599847200.0,2020-09-11 06-PM,BTCUSD,10307.39,10337,10307.03,10334,28.49,294184.98
1599843600.0,2020-09-11 05-PM,BTCUSD,10321,10328.19,10285,10307.39,67.9,699717.85
1599840000.0,2020-09-11 04-PM,BTCUSD,10330,10353,10320,10321,92.91,959767.23
1599836400.0,2020-09-11 03-PM,BTCUSD,10305,10347,10305,10330,157.77,1629607.3
1599832800.0,2020-09-11 02-PM,BTCUSD,10275.05,10311,10266.29,10305,76.61,788371.01
1599829200.0,2020-09-11 01-PM,BTCUSD,10303.51,10326,10259.11,10275.05,261.37,2690948.42
1599825600.0,2020-09-11 12-PM,BTCUSD,10277,10305.39,10267.04,10303.51,181.58,1867027.35
1599822000.0,2020-09-11 11-AM,BTCUSD,10302.11,10318,10274,10277,36.79,378627.74
1599818400.0,2020-09-11 10-AM,BTCUSD,10331,10337,10291,10302.11,56.15,578787.68
1599814800.0,2020-09-11 09-AM,BTCUSD,10310.08,10347,10309,10331,93.22,963329.48
1599811200.0,2020-09-11 08-AM,BTCUSD,10273,10321.12,10267.02,10310.08,112.48,1158664.2
1599807600.0,2020-09-11 07-AM,BTCUSD,10273,10294,10249.77,10273,82.5,847402.74
1599804000.0,2020-09-11 06-AM,BTCUSD,10295.9,10300,10261,10273,55.42,569955.56
1599800400.0,2020-09-11 05-AM,BTCUSD,10229,10297,10227.38,10295.9,44.42,456862.39
1599796800.0,2020-09-11 04-AM,BTCUSD,10232,10268,10197,10229,199.95,2044217.64
1599793200.0,2020-09-11 03-AM,BTCUSD,10270.27,10286,10220,10232,217.91,2232031.9
1599789600.0,2020-09-11 02-AM,BTCUSD,10320.56,10326,10267.01,10270.27,70.34,724041.32
1599786000.0,2020-09-11 01-AM,BTCUSD,10361,10369,10311,10320.56,21.97,227098.6
1599782400.0,2020-09-11 12-AM,BTCUSD,10355,10397,10351,10361,34.71,359957.52
1599778800.0,2020-09-10 11-PM,BTCUSD,10358,10367,10323.04,10355,53.81,556948.54
1599775200.0,2020-09-10 10-PM,BTCUSD,10357.87,10369.28,10339.91,10358,22.53,233313.38
1599771600.0,2020-09-10 09-PM,BTCUSD,10313,10360,10305,10357.87,33.77,348835.52
1599768000.0,2020-09-10 08-PM,BTCUSD,10290,10349,10286,10313,76.0,785076.49
1599764400.0,2020-09-10 07-PM,BTCUSD,10299.14,10308,10266.03,10290,57.1,587494.05
1599760800.0,2020-09-10 06-PM,BTCUSD,10362.94,10387.13,10275,10299.14,212.11,2189391.32
1599757200.0,2020-09-10 05-PM,BTCUSD,10344,10391.9,10344,10362.94,82.71,858055.92
1599753600.0,2020-09-10 04-PM,BTCUSD,10438.43,10463,10321,10344,143.52,1488063.39
1599750000.0,2020-09-10 03-PM,BTCUSD,10389,10447,10370,10438.43,381.62,3964679.67
1599746400.0,2020-09-10 02-PM,BTCUSD,10469.18,10516,10388.53,10389,323.46,3384659.11
1599742800.0,2020-09-10 01-PM,BTCUSD,10390.96,10478,10379.22,10469.18,284.74,2969501.57
1599739200.0,2020-09-10 12-PM,BTCUSD,10322,10395,10319,10390.96,250.39,2594556.37
1599735600.0,2020-09-10 11-AM,BTCUSD,10298,10335.06,10288.92,10322,91.58,944574.33
1599732000.0,2020-09-10 10-AM,BTCUSD,10299,10343,10279,10298,299.16,3088766.97
1599728400.0,2020-09-10 09-AM,BTCUSD,10296,10306.58,10254,10299,94.72,974325.5
1599724800.0,2020-09-10 08-AM,BTCUSD,10299,10316,10279,10296,100.34,1032640.85
1599721200.0,2020-09-10 07-AM,BTCUSD,10354,10366,10282,10299,114.08,1179026.32
1599717600.0,2020-09-10 06-AM,BTCUSD,10399,10405.99,10334,10354,109.32,1133105.47
1599714000.0,2020-09-10 05-AM,BTCUSD,10405,10415,10388,10399,66.29,689346.86
1599710400.0,2020-09-10 04-AM,BTCUSD,10397,10431,10371,10405,75.54,785671.87
1599706800.0,2020-09-10 03-AM,BTCUSD,10386,10399.49,10370,10397,42.65,442907.97
1599703200.0,2020-09-10 02-AM,BTCUSD,10407,10423,10383.98,10386,71.76,746473.85
1599699600.0,2020-09-10 01-AM,BTCUSD,10293.09,10437,10274,10407,218.01,2263668.81
1599696000.0,2020-09-10 12-AM,BTCUSD,10240,10337,10233.09,10293.09,348.77,3591079.83
1599692400.0,2020-09-09 11-PM,BTCUSD,10293.51,10308,10192,10240,96.73,991241.58
1599688800.0,2020-09-09 10-PM,BTCUSD,10258.12,10298,10245.69,10293.51,20.44,209939.13
1599685200.0,2020-09-09 09-PM,BTCUSD,10280,10295,10256,10258.12,65.72,675093.94
1599681600.0,2020-09-09 08-PM,BTCUSD,10300.17,10317,10280,10280,62.0,638569.87
1599678000.0,2020-09-09 07-PM,BTCUSD,10350,10359,10299.19,10300.17,63.25,653298.96
1599674400.0,2020-09-09 06-PM,BTCUSD,10286,10355,10278,10350,180.35,1861332.0
1599670800.0,2020-09-09 05-PM,BTCUSD,10263.91,10286,10239,10286,43.07,442067.54
1599667200.0,2020-09-09 04-PM,BTCUSD,10275,10289.91,10231,10263.91,94.75,971425.56
1599663600.0,2020-09-09 03-PM,BTCUSD,10267,10311,10267,10275,127.86,1316288.65
1599660000.0,2020-09-09 02-PM,BTCUSD,10238,10280,10219,10267,138.57,1421374.03
1599656400.0,2020-09-09 01-PM,BTCUSD,10212.49,10280,10212.49,10238,104.91,1075855.59
1599652800.0,2020-09-09 12-PM,BTCUSD,10242,10279,10194,10212.49,125.69,1286547.2
1599649200.0,2020-09-09 11-AM,BTCUSD,10194,10291,10194,10242,239.57,2457031.65
1599645600.0,2020-09-09 10-AM,BTCUSD,10219,10230,10168,10194,109.64,1116675.93
1599642000.0,2020-09-09 09-AM,BTCUSD,10181,10230,10176.45,10219,130.14,1328335.32
1599638400.0,2020-09-09 08-AM,BTCUSD,10208.8,10219,10160,10181,107.47,1095238.86
1599634800.0,2020-09-09 07-AM,BTCUSD,10116,10214,10116,10208.8,165.11,1680250.89
1599631200.0,2020-09-09 06-AM,BTCUSD,10116,10139,10087.17,10116,73.46,742471.27
1599627600.0,2020-09-09 05-AM,BTCUSD,10093,10150.86,10093,10116,99.36,1006055.2
1599624000.0,2020-09-09 04-AM,BTCUSD,10050,10129,10036,10093,88.26,889037.61
1599620400.0,2020-09-09 03-AM,BTCUSD,10017,10050,10010,10050,28.83,289090.61
1599616800.0,2020-09-09 02-AM,BTCUSD,10140,10143,10017,10017,64.48,648437.64
1599613200.0,2020-09-09 01-AM,BTCUSD,10147,10156,10103,10140,117.87,1193918.58
1599609600.0,2020-09-09 12-AM,BTCUSD,10148,10165.96,10103,10147,58.69,595354.43
1599606000.0,2020-09-08 11-PM,BTCUSD,10133.02,10181.09,10101,10148,124.01,1257545.7
1599602400.0,2020-09-08 10-PM,BTCUSD,10050,10235,9882.4,10133.02,1578.56,15834759.07
1599598800.0,2020-09-08 09-PM,BTCUSD,10039,10067,10001,10050,115.12,1153879.88
1599595200.0,2020-09-08 08-PM,BTCUSD,10015,10080,10005,10039,128.93,1295044.38
1599591600.0,2020-09-08 07-PM,BTCUSD,10005,10083,9979,10015,180.19,1807073.53
1599588000.0,2020-09-08 06-PM,BTCUSD,10176,10187,9962,10005,343.23,3448197.35
1599584400.0,2020-09-08 05-PM,BTCUSD,10172.04,10186,10136,10176,173.89,1768056.94
1599580800.0,2020-09-08 04-PM,BTCUSD,10115.94,10185,10114,10172.04,92.26,936848.73
